iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnkTSD(1)	M_lnkAS(1)	M_lnkAD(1)	M_lnVMaxC(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISOx(1)	M_lnISTCA(1)	M_lnISConj(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnkTSD(1)	V_lnkAS(1)	V_lnkAD(1)	V_lnVMaxC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISOx(1)	V_lnISTCA(1)	V_lnISConj(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnkTSD(1.1)	lnkAS(1.1)	lnkAD(1.1)	lnVMaxC(1.1)	lnVMaxDCVGC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnkTSD(1.2)	lnkAS(1.2)	lnkAD(1.2)	lnVMaxC(1.2)	lnVMaxDCVGC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnkTSD(1.3)	lnkAS(1.3)	lnkAD(1.3)	lnVMaxC(1.3)	lnVMaxDCVGC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnkTSD(1.4)	lnkAS(1.4)	lnkAD(1.4)	lnVMaxC(1.4)	LnPrior	LnData	LnPosterior
196700	2.04465	2.51989	2.04502	1.41571	0.6831	1.39307	0.0221102	1.78594	0.411836	3.23003	2.43831	0.109762	0.815621	0.484753	0.5801	0.569877	0.79017	0.402669	0.325796	0.0117789	0.174968	0.872789	0.0603257	-0.275705	0.220769	-0.73478	-0.789964	-4.07032	-0.170194	1.21181	0.489956	-5.76354	-0.545207	2.3703	-4.51406	1.06031	-2.65584	0.639993	-3.20887	-3.09319	3.63717	4.25729	4.08361	1.7834	0.0406179	0.406442	0.138541	0.0730002	0.0664234	0.329796	0.159894	1.82607	1.6186	9.16051	0.5206	0.185012	0.280051	0.242336	0.17561	0.190238	2.58962	3.46142	1.75341	1.69913	0.920603	3.20792	2.26566	-4.38585	1.94159	-2.99796	0.90007	2.91656	3.38684	0.901	0.0664292	-1.07143	0.418441	-0.719963	-0.644558	-3.60355	-0.192698	0.261758	-0.415907	-6.01908	-0.683183	2.93674	-4.53286	1.18772	-3.03786	0.661226	3.25978	3.98931	1.09345	-0.265429	-0.73119	0.173204	-0.22089	-0.535074	-3.11082	-0.248542	-0.407745	-0.744527	-3.57519	-0.527379	2.59859	-4.33755	1.39853	-2.13527	0.397374	2.9512	3.94619	3.891	0.0391722	0.489807	0.162067	-0.963565	-0.338266	-3.68559	0.279219	1.53352	-0.1988	-1.813	-0.54686	2.65626	-4.57959	1.65917	-2.7669	0.0310517	2.07025	3.77732	-0.237778	0.114571	-1.27586	0.305612	-0.749399	-0.7658	-3.53873	0.0616139	1.21608	-0.0325121	-6.77492	-0.739441	-1.191430e+02	-2.238284e+02	-3.429714e+02
196800	2.9834	3.1561	1.07087	1.3255	1.62601	3.19645	0.010912	1.09286	0.482331	0.711902	2.47033	0.108965	0.748424	0.667672	0.521747	0.652211	0.670281	0.278397	0.490093	0.0130136	0.165126	0.943451	0.602521	-0.47921	-0.311046	-0.902184	-0.332868	-3.70795	-0.157903	0.829263	0.538647	-4.57253	-0.929338	2.71996	-4.39523	1.58238	-2.48497	0.483514	2.18102	-3.02558	-1.48385	3.02237	3.98296	1.19082	0.0746495	0.0696081	0.302983	0.0937753	0.0551382	0.145046	0.104566	1.27222	1.05689	2.4247	0.177292	0.118019	0.461897	0.14449	0.587015	0.159883	1.52676	1.53444	3.09259	3.32206	2.22851	1.63439	2.74013	-4.36124	1.82939	-3.09898	0.90007	3.02909	3.45377	0.901	0.896442	-0.94639	0.714906	-0.641932	-0.350911	-3.88349	-0.068779	0.248303	-0.418168	-6.48689	-0.985622	2.89358	-4.53621	1.10217	-3.03563	0.68949	3.11037	4.07217	0.972521	0.547794	-0.643225	-1.04993	-0.399119	-0.522509	-3.062	-0.220555	-0.385862	-0.750329	-5.29017	-0.458366	2.7275	-4.33267	0.974303	-1.3474	-0.121654	3.79477	3.28076	3.68139	0.613396	-0.445848	-1.04076	-0.665101	-0.463445	-3.71932	-0.219609	1.75177	-0.000120299	-1.91054	-0.783545	3.08391	-4.61913	1.33348	-2.78251	0.190494	2.43652	3.35839	0.553853	0.683892	-1.17151	-0.163859	-0.84917	-0.396233	-3.34478	0.114665	1.02255	-0.0281238	-6.59068	-0.846035	-1.170078e+02	-2.229599e+02	-3.399678e+02
196900	2.71406	1.57135	1.5631	2.41899	0.334793	0.873558	0.0105452	2.07483	0.575142	1.9347	2.77284	0.105674	0.745575	0.555988	0.651444	0.40855	0.551556	0.30397	0.491171	0.0101437	0.363323	1.16363	0.294365	-0.510883	-0.919909	-0.954638	-0.361999	-3.41563	-0.0534644	-0.354777	0.0193954	-6.16172	-0.697546	6.5138	-4.88188	1.64257	-2.65261	0.469339	-3.47911	1.28311	2.58632	3.97162	4.24772	2.41304	0.0225753	0.147805	0.160403	0.0768609	0.10016	0.0420855	0.0678573	4.2072	1.19529	4.20947	0.144655	0.143992	0.20553	0.200608	0.155855	0.19865	1.90334	1.9712	1.45249	2.70708	1.2628	4.509	6.72153	-4.46467	1.61993	-2.93252	0.790015	3.02369	3.46645	1.2804	0.546788	-0.754968	-0.197404	-0.291615	-0.199344	-3.67503	-0.350115	0.31932	-0.41696	-7.0878	-1.09742	6.52154	-4.56623	1.21744	-3.0115	0.702095	3.12036	3.99282	0.943764	0.438365	-0.105249	-0.826462	-0.975991	-0.448427	-3.16349	-0.132461	-0.443187	-0.750329	-3.0906	-0.385619	5.99799	-4.85779	1.4807	-1.88117	0.739868	2.69029	3.5762	3.63146	0.0825772	-0.488662	-0.694686	-1.00956	-0.40129	-3.532	0.551937	0.729628	-0.930335	-1.84413	-0.748337	6.18407	-4.47519	1.45298	-2.73	-0.224861	2.54885	3.11288	0.134975	0.28835	-1.36233	-1.18683	-1.03372	-0.156438	-3.55173	-0.14458	1.1149	-0.0342105	-4.74105	-0.962175	-1.095635e+02	-2.079211e+02	-3.174846e+02
197000	2.99506	2.36264	0.83894	2.98663	0.618255	0.562081	0.0204205	3.10441	0.550356	0.993423	2.14954	0.102925	0.901413	0.58121	0.677969	0.371064	0.645292	0.347724	0.339755	0.0107635	0.435432	1.02371	0.818909	-0.63389	-0.472949	-0.932391	-0.299613	-3.3185	-0.485619	3.36335	-0.0474634	-1.89819	-0.592342	5.71879	-4.42985	1.23735	-2.37684	0.796533	1.20531	-4.31484	4.21702	3.97568	3.29999	1.61064	0.103503	0.306627	0.0935266	0.112942	0.0278387	0.0452494	0.153909	5.97397	0.952823	3.04775	0.7698	0.327378	0.106933	0.0532495	0.669397	0.125112	2.06511	5.88562	1.78672	0.756545	10.3835	2.43931	5.3783	-4.51474	1.18588	-2.9146	0.742509	3.29112	3.51242	1.35335	0.722757	-0.22848	-0.992206	-0.421383	-0.175269	-3.76818	-0.393337	0.350793	-0.37636	-6.65626	-1.27891	6.31915	-4.47517	1.12627	-3.15868	0.78559	3.078	3.93702	0.924265	0.910446	-0.0360723	-0.435644	-1.01261	-0.120334	-3.19958	-0.0764141	-0.501463	-0.705552	-2.84661	-0.410629	5.47948	-4.45706	0.943759	-2.05117	0.747681	3.58073	2.95244	2.42419	0.90975	-0.551813	-0.416768	-1.25455	-0.19251	-3.22925	-0.361498	3.53008	1.69982	-1.6708	-0.566384	6.1362	-4.292	1.20881	-2.76645	0.977916	2.75853	2.89505	-1.53539	1.07751	-1.9422	-0.915536	-1.07647	-0.308493	-3.47069	-0.139629	1.39358	0.36543	-6.36358	-0.534775	-1.315634e+02	-2.104316e+02	-3.419950e+02
197100	3.1663	0.943428	2.08599	1.09422	0.465688	0.687845	0.0103142	2.44368	0.524385	1.06248	3.08383	0.136078	0.914822	0.525032	0.75546	0.351443	0.634157	0.256851	0.565617	0.0107635	0.216021	0.962881	0.505471	-0.240988	-0.910474	-0.724133	-0.146598	-3.64567	-0.210898	1.45072	-0.491196	-4.98852	-0.508204	5.65777	-4.46642	1.01159	-2.74915	0.749375	1.26156	-2.74258	0.99573	2.52178	3.80781	2.67976	0.167258	0.0753783	0.13387	0.111088	0.134966	0.234809	0.149554	1.18749	1.5264	9.24956	0.558981	0.10515	0.200083	0.0999564	0.0750327	0.129151	2.41462	1.55683	4.43142	0.845907	1.93722	3.23375	5.72324	-4.44345	1.11248	-3.07628	0.808934	3.41889	3.45105	1.35838	0.126596	-0.365187	-0.518187	-0.43181	0.299761	-3.67837	-0.394458	0.301033	-0.292965	-7.15474	-1.08544	5.7128	-4.48134	1.18462	-3.02795	0.714991	3.10087	3.92265	0.958364	1.00554	-0.319841	-1.69915	-0.611731	-0.251976	-3.1758	-0.407534	-0.474333	-0.716532	-4.69929	-0.452004	5.21833	-4.48754	1.40276	-2.34795	0.700421	2.80045	3.76175	2.38475	1.10163	-0.542054	-1.19295	-1.20643	-0.306057	-3.53819	0.304633	2.83618	0.662915	-1.48968	-0.369878	6.10764	-4.38498	1.18804	-2.72154	0.749929	2.79522	2.73952	-0.351899	0.821326	-0.506283	-0.747099	-0.86525	-0.167177	-3.3584	0.135932	1.50445	0.424802	-5.6179	-0.791284	-1.087659e+02	-2.108285e+02	-3.195944e+02
197200	2.7508	2.96874	3.19002	1.94701	0.642347	0.668836	0.0288055	1.0719	0.528101	0.6266	2.62886	0.136247	0.750044	0.619694	0.932239	0.262708	0.724835	0.461464	0.370216	0.0125884	0.196058	1.21245	0.380908	-1.15278	-0.511179	-0.855043	0.0321949	-3.3455	-0.156618	0.999563	0.751807	-4.66937	-0.500544	6.67625	-4.43058	1.25352	-2.7265	0.480076	4.51074	3.191	1.84926	3.86063	4.32802	1.4794	0.0542171	0.0428605	0.0570597	0.0772934	0.0532634	0.0349387	0.243057	1.74127	4.78318	6.67228	0.226573	0.305644	0.0740367	0.15374	0.219899	0.113017	6.04003	4.27504	2.21608	1.82226	2.54254	0.749417	6.63269	-4.22291	0.749206	-3.06059	0.80002	3.96988	3.43071	1.35838	0.513138	-1.04794	-0.647812	-0.527473	-0.0569456	-3.61465	-0.425261	0.331179	-0.415885	-6.4458	-0.871242	5.59462	-4.54255	1.1361	-2.95426	0.705694	3.09453	3.8225	0.921905	0.225047	-0.685521	-0.607485	-0.627509	-0.00727876	-3.30475	-0.115031	-0.474333	-0.728965	-3.57191	-0.509059	5.64034	-4.55018	1.62368	-2.77167	0.641434	2.19443	4.04631	2.22822	0.205739	-1.2708	-0.626235	-1.1179	-0.13457	-3.48908	-0.557569	3.3546	1.47502	-1.71195	-0.395856	5.65608	-4.41081	1.0743	-2.65149	0.429169	2.97127	2.81029	0.5501	0.501787	-1.03087	-0.520743	-0.740503	0.00757061	-3.22251	-0.250712	1.29982	0.115254	-6.12205	-0.931652	-1.044596e+02	-2.239583e+02	-3.284179e+02
197300	2.34684	2.2748	2.44043	1.08111	0.412876	1.09321	0.0228081	2.29636	0.672663	0.91821	3.11949	0.138969	0.617798	0.6415	0.927159	0.311242	0.692747	0.271973	0.672449	0.0125884	0.364027	0.989422	0.969477	-0.552566	0.279341	-0.577427	-0.034681	-3.42761	-0.289271	0.739363	0.674843	-3.914	-0.345069	5.29983	-4.35257	0.884793	-2.79675	0.824018	-0.119834	0.160902	-0.106287	2.72795	3.88518	0.567589	0.047916	0.0971364	0.128042	0.0526148	0.062206	0.118607	0.584066	1.72593	2.41651	3.87962	0.958943	0.115774	0.130394	0.0691546	0.0709476	0.0663847	0.994619	2.75327	3.46705	2.43735	1.17112	0.817981	5.26854	-4.2614	0.538595	-2.97789	0.797582	3.69859	3.21877	1.4906	1.14766	-0.919787	0.0390467	-0.319763	0.294955	-3.33971	-0.584526	0.291154	-0.458994	-6.56326	-0.992012	5.64797	-4.63223	1.00894	-2.78553	0.662035	3.17613	3.8587	1.21763	0.803135	-0.448839	-0.324078	-0.729176	0.0595946	-3.3499	-0.339574	-0.549583	-0.765494	-2.94424	-0.616935	4.17945	-4.63178	0.660068	-2.51816	0.541841	3.23714	3.83976	2.35207	0.833981	-0.844649	-0.29322	-0.725131	0.118568	-3.79453	-1.2416	2.90943	1.26458	-1.77995	-0.613061	5.82416	-4.28277	1.02325	-2.66173	0.843457	2.67643	3.23046	-0.0974659	0.939056	-1.12904	0.190244	-0.624615	-0.186042	-3.2735	-0.363708	1.40886	-0.0905453	-5.7271	-0.919089	-1.125720e+02	-2.208341e+02	-3.334060e+02
197400	2.51284	1.22837	1.2768	2.23013	0.292166	0.907456	0.0262365	1.25096	0.567758	1.3298	3.12343	0.141756	0.744563	0.541621	0.614026	0.474122	0.676883	0.496881	0.589096	0.0100112	0.277925	0.889995	0.695839	-0.468517	0.0966404	-0.596931	0.0295628	-3.38625	-0.375189	0.733473	-0.355711	-5.6978	-0.337578	4.62311	-4.58023	0.996141	-2.82534	0.421171	-4.12848	-3.08789	-0.299999	3.60704	2.77331	1.84887	0.0316945	0.051754	0.0834209	0.0466186	0.128288	0.0960063	0.0235441	1.65637	2.59717	5.48278	0.268871	0.130663	0.105209	0.111946	0.168404	0.237712	9.90831	1.60052	1.46503	1.36138	5.24338	2.17853	4.61473	-4.17435	0.616921	-3.02372	0.820631	4.27522	3.31222	1.483	0.698167	-0.67681	0.432809	-0.618118	-0.276844	-3.45813	-0.489076	0.141165	-0.474826	-6.99416	-0.807826	4.80535	-4.57411	1.18823	-2.68084	0.682215	2.98399	3.67583	1.17238	0.56746	-0.66237	-0.408947	-0.719538	-0.0786953	-3.21767	-0.377692	-0.475146	-0.758327	-2.82419	-0.578855	3.6913	-4.47409	1.21868	-2.71746	0.566825	3.15397	4.1621	2.37427	0.753201	-0.344117	-0.198848	-1.00413	-0.20467	-3.78126	-0.540881	2.60561	0.521414	-1.81594	-0.569251	4.7573	-4.36426	0.932079	-2.57324	0.890702	3.08098	3.18372	-0.588368	0.60522	-0.893479	-0.292274	-0.685688	-0.566008	-3.50457	-0.0611728	1.11251	-0.214866	-5.31406	-0.910156	-1.051183e+02	-2.084069e+02	-3.135252e+02
197500	2.44283	1.52534	2.32333	2.99511	0.583008	1.63213	0.0168083	1.61224	0.506799	1.03811	3.20008	0.0938098	0.818314	0.648284	0.580865	0.37586	0.834467	0.63709	0.536364	0.0100581	0.289893	1.01128	0.148264	-0.0196371	0.314213	-0.970699	-0.471916	-3.35734	-0.666009	0.82371	0.453971	-3.84242	-0.886239	5.00009	-4.29586	1.27759	-3.13655	0.653346	-0.0119001	0.0204766	-0.241515	4.46825	3.31088	1.32989	0.181451	0.072402	0.0857318	0.346248	0.229033	0.182736	0.123129	3.56054	1.26442	5.15375	0.342539	0.269299	0.0858326	0.119309	0.155809	0.0887455	2.78524	3.3511	1.24213	1.43219	2.45606	3.22638	4.44064	-4.01585	1.11249	-3.12186	0.820631	3.95267	3.19162	1.6541	0.251248	-0.240445	0.101866	-0.226444	-0.000430068	-3.43697	-0.62217	0.041971	-0.534071	-6.72519	-0.998154	4.91947	-4.49429	1.23373	-2.70505	0.65915	3.13667	3.66959	1.15363	0.528478	0.342799	-0.229967	-0.419136	-0.2092	-3.23415	-0.385787	-0.553831	-0.751021	-3.59456	-0.467762	5.34469	-4.23492	0.720464	-2.45463	0.524998	3.13044	3.88409	2.40601	0.298603	-0.072	0.757871	-0.215972	0.131154	-3.63051	-0.398653	2.13693	-0.0950152	-2.03827	-0.622323	4.67222	-4.41982	1.21869	-2.63865	0.846375	3.14542	3.40081	-0.33775	0.216207	-0.0621305	-0.123166	-0.784178	-0.881041	-3.50063	-0.048978	0.956141	-0.310795	-6.49767	-0.747144	-1.165451e+02	-2.166942e+02	-3.332393e+02
197600	2.65869	0.625584	2.50571	1.95239	0.413597	0.843229	0.017481	1.90682	0.806452	1.38898	2.63285	0.0938322	0.720078	0.477727	0.588342	0.318488	0.816955	0.513119	0.840237	0.011119	0.454897	1.01997	0.654226	-0.540694	0.139285	-0.667414	-0.315696	-3.09869	-0.732981	0.669153	-1.44617	-3.51474	-0.591576	4.76155	-4.26233	0.774986	-2.66367	0.764007	-1.67154	1.15753	3.54289	3.75382	3.69854	0.883849	0.0790727	0.0541843	0.056575	0.0647096	0.11717	0.115618	0.113519	1.67156	2.59294	1.92283	0.592803	0.0648011	0.103911	0.179096	0.0777315	0.219033	1.87999	0.827163	1.3102	3.07956	0.982327	4.87643	5.22049	-4.18308	0.30537	-3.11072	0.686616	4.56261	3.17324	1.65468	0.873668	-0.381842	0.315974	-0.578161	0.141859	-3.50388	-0.476761	-0.0984281	-0.534071	-5.54294	-0.937801	4.5732	-4.46219	0.947952	-2.71709	0.940865	3.3334	3.82664	1.2285	0.525806	-1.09049	-0.0185565	-0.391965	-0.204769	-3.12912	-0.549651	-0.534315	-0.856453	-3.36368	-0.704476	4.52561	-4.12701	1.18894	-2.49901	0.789323	3.45351	3.6503	2.18456	0.970026	-0.714315	0.195438	-0.41075	-0.457938	-3.32371	0.196312	2.30822	0.351192	-2.14422	-0.663664	4.49401	-4.33407	0.895053	-2.75588	1.62436	3.59395	3.61832	0.102885	0.948409	-0.988066	0.173189	-0.960436	-0.836683	-3.33998	-0.33322	1.05966	-0.242371	-4.3587	-0.75686	-1.052303e+02	-2.129731e+02	-3.182034e+02
197700	1.88013	1.26027	1.90053	1.99229	0.421291	0.693424	0.0126398	1.68564	0.851264	1.62467	2.73244	0.100627	0.863648	0.441582	0.656733	0.427951	0.815766	0.285408	0.617451	0.011119	0.148145	0.89114	0.266975	-0.621955	-0.691718	-0.563322	-0.644218	-3.50667	-0.316904	1.57616	-1.47663	-3.81267	-0.497554	4.25268	-4.34337	0.95919	-2.83691	0.924402	-0.971145	-3.91308	3.80266	4.09197	4.11863	1.40933	0.0200661	0.0580388	0.0511409	0.166446	0.0888995	0.0503568	0.065043	2.89833	1.43798	6.27443	0.171721	0.0990968	0.0592505	0.131863	0.0837209	0.152384	3.11077	2.64367	5.47696	3.55841	1.2011	2.41044	4.1368	-4.2192	1.23944	-3.11332	0.704781	4.37792	3.13052	1.62755	0.39887	-0.76011	-0.560128	-0.37639	-0.581796	-3.35005	-0.465066	-0.0307196	-0.584863	-6.71153	-1.02422	3.73135	-4.4483	0.865561	-2.80985	0.964296	3.01927	3.89837	0.920954	0.422282	-0.639555	-1.19928	-0.391141	0.0789115	-3.23891	-0.338802	-0.399297	-0.820256	-4.06491	-0.669842	4.57723	-4.15246	0.480369	-2.58665	0.789323	4.33246	3.86771	2.2028	0.555015	-0.700585	-0.551688	-0.636916	-0.456563	-3.66504	-0.404471	3.39462	1.51327	-2.09791	-0.615475	3.99364	-4.45554	1.08707	-2.74173	0.859417	3.31329	3.87218	0.979583	0.278064	-0.298065	-0.922134	-0.904567	-0.970494	-3.25769	-0.436044	0.854681	-0.558107	-5.26006	-0.905277	-9.586474e+01	-2.186745e+02	-3.145392e+02
197800	1.96768	3.08785	0.896686	2.28192	0.346741	1.38385	0.020033	0.951738	0.716625	2.19798	3.02044	0.124138	0.95585	0.6894	0.705275	0.337237	0.674949	0.481664	0.54119	0.0104129	0.315034	0.988699	0.536131	-0.493117	0.474529	-0.817875	-0.491452	-3.37498	-0.40787	1.8142	0.36388	-5.72407	-0.813903	5.04837	-4.68209	1.12197	-2.89244	0.969601	-2.74244	-4.30519	-0.0937336	4.10613	3.65184	1.28062	0.08075	0.114254	0.0741752	0.0594682	0.203255	0.0473134	0.0581215	3.38034	0.878153	3.23765	0.236548	0.12469	0.115617	0.497917	0.0969076	0.0408968	11.2145	12.1251	2.08237	1.92842	1.72851	8.12802	5.37417	-4.33702	1.7647	-2.80486	0.730765	4.20862	2.99691	1.72377	0.8049	-0.997519	0.834665	-0.814145	-1.1025	-3.25297	-0.582837	-0.0440304	-0.554814	-6.38035	-0.92902	4.96208	-4.38967	0.929955	-2.97607	0.944381	3.44204	3.97206	1.02015	0.755848	-0.00298495	-0.0684798	-0.385511	-0.291981	-3.28312	-0.26568	-0.399297	-0.829985	-3.24156	-0.741307	5.08725	-4.17825	0.753628	-3.17688	0.844934	3.15798	4.05316	2.13944	0.433239	-0.470407	0.590558	-0.568778	0.619401	-3.41055	-0.539479	3.01657	1.14259	-2.00646	-0.591706	4.79376	-4.4121	1.55543	-2.84608	1.13959	3.77431	3.81566	0.542398	0.241726	-0.168164	0.355459	-1.1893	-1.41413	-3.5629	-0.173036	0.72481	-0.566759	-4.46024	-0.918102	-1.177180e+02	-2.202432e+02	-3.379612e+02
197900	2.86917	1.92091	1.54747	0.72539	0.345073	1.26398	0.0367342	1.95856	1.11283	1.00226	1.97564	0.126656	0.759967	0.562422	0.661524	0.307402	0.998441	0.401595	0.461507	0.0113191	0.22298	0.850827	0.367852	-0.780632	-0.823645	-0.864964	-0.519334	-3.32056	-0.572539	-0.0389196	-0.580086	-5.33424	-0.398875	4.76325	-4.47412	1.23155	-2.90844	0.822154	-3.11219	-1.23811	-2.65919	4.21782	4.30944	1.90963	0.0594749	0.158471	0.114407	0.246009	0.267472	0.0709548	0.0796952	1.78867	1.32569	4.16818	0.458504	0.123919	0.149436	0.0684316	0.059577	0.316818	2.24775	2.80441	16.472	2.81752	2.17715	5.79458	4.37317	-4.39118	1.17295	-2.75417	0.901199	4.08129	2.84192	1.6296	0.145781	-1.04436	-1.3682	-0.393257	-0.513918	-3.00444	-0.628921	-0.217147	-0.554814	-5.68045	-0.823967	5.05171	-4.46539	0.841611	-2.96142	0.986574	3.38158	4.12648	0.985904	0.568638	-0.676027	-0.776358	-0.709893	-0.211129	-3.27408	-0.270508	-0.158765	-0.857794	-2.74191	-0.741254	4.91595	-4.21566	1.59001	-2.78031	0.852133	3.14711	3.74568	2.08761	0.40435	-1.90131	-0.277166	-0.866114	-0.267944	-3.85213	-0.70474	2.98518	1.11543	-1.99812	-0.917717	4.95456	-4.18487	1.52598	-3.03088	0.952438	4.4046	3.74705	0.859042	0.968508	-1.7632	-0.511038	-1.62532	-1.59039	-3.532	-0.455479	0.266751	-0.952171	-3.94466	-0.803943	-1.248790e+02	-2.276063e+02	-3.524853e+02
198000	2.76595	1.93041	1.50842	1.03552	0.480469	0.530319	0.0550726	1.58029	0.44351	1.46806	2.8409	0.302684	0.726288	0.629545	0.711426	0.695368	0.725958	0.703354	0.584996	0.0115891	0.20146	1.04209	0.285233	-0.490406	-3.86557	-1.16995	-0.21154	-3.34871	-0.636039	0.692782	-0.283914	-4.41887	-0.845392	3.77446	-4.3369	0.845733	-3.11357	1.08979	-2.48036	3.16305	-0.556951	2.92625	4.02177	0.98411	0.0704877	1.37211	0.271813	0.144139	0.284121	0.0642301	0.0657338	0.802172	0.959104	6.55408	0.213121	0.0829186	0.208403	0.10394	0.10276	0.112283	4.21485	0.638752	0.904709	0.976407	1.71887	3.46803	3.95777	-4.52464	0.793063	-2.65644	0.81479	4.41823	2.83766	1.65404	0.512006	-3.00388	-3.09416	-1.03267	-0.462631	-3.1122	-0.551663	-0.0993283	-0.554814	-7.06763	-1.02273	4.10686	-4.465	0.883754	-3.05615	0.863069	3.7123	4.29201	1.02809	0.472161	-0.211539	-3.15878	-0.977109	-0.628041	-3.29942	-0.275733	-0.132201	-0.818734	-2.9445	-0.60235	4.06923	-4.54648	0.328162	-2.78567	0.852133	3.05216	3.98544	2.03714	0.519008	-1.43651	-3.64446	-1.59666	0.526792	-3.4951	-0.985714	3.02126	1.40607	-2.0658	-0.697903	3.78462	-4.22363	1.19772	-2.97893	1.33712	3.93056	3.90032	0.188867	0.329313	-3.00233	-3.16789	-1.20804	-1.52384	-3.49552	-0.451713	0.258955	-0.951998	-4.98232	-0.898189	-1.300802e+02	-2.262216e+02	-3.563018e+02
